bot,position,pool,pair,created_at_utc,closed_at_utc,deposit_sol,withdrawal_sol,fee_sol,pnl_sol,pnl_usd,mode,strategy,event,exit_reason,peak_pnl_pct,hold_minutes,ai_holds,bin_width
azimuth,H4tR9pp1rN4tgCuNBiM5KRViv7hqpi3S68DGmEDvTs3q,CnK1jPqSuhbz1ZEHHhVmud3bkUQyHWsqvRuvW1wQGF9f,EMBERCAT-SOL,2026-09-12T00:26:39+00:00,2026-09-12T00:46:39+00:00,0.09999997900000002,0.099996312,0.00004436762498572293,0.0000407006249857067,-0.01833256337067013,turnover,sol_bidask,exit,Out of Range for 9.2m (limit 5m),0.0649,20.0,0,44
azimuth,F11pHwFGaWD9HC8hNT1REmkFA7TFRNjF2g4YTWXHYFcx,CnK1jPqSuhbz1ZEHHhVmud3bkUQyHWsqvRuvW1wQGF9f,EMBERCAT-SOL,2026-09-12T00:46:53+00:00,2026-09-12T01:03:23+00:00,0.09999999000000001,0.09766333817994954,0.0012155661880806272,-0.0011210856319698453,-0.13361016732633857,turnover,turnover_rebalance,exit,"Fast-out dump exit, underwater (5m -5.4% <= -3.0% with PnL -2.13% <= -1.5%) — cutting before the downtrend level",0.0,16.5,0,20
azimuth,AeB6NK8DX3wLc5ttirg3FymTqxuXnzDmCSzQzjuRV76m,FpP5SnzBnHJ5M9wS7fCuYiiSuXUPLNQKpk7qndeZxKZZ,ALL-SOL,2026-09-12T00:56:29+00:00,2026-09-12T01:10:22+00:00,0.099999979,0.09988693017883665,0.0012314183777483645,0.0011183695565850083,0.13385142272323947,turnover,sol_bidask,exit,"Fast-out dump exit (5m -11.0% <= -3.0% with PnL +1.22%, peak +1.22%) — realizing before floor gap-through",1.2161,13.883333333333333,0,44
azimuth,J697f3erP85FYfGnozd9sQCbcwL1zwLkGzngbwfnQhVm,FpP5SnzBnHJ5M9wS7fCuYiiSuXUPLNQKpk7qndeZxKZZ,ALL-SOL,2026-09-12T01:10:39+00:00,2026-09-12T01:22:02+00:00,0.09999999000000001,0.09998098700000001,0.00008301885416726426,0.0000640158541672653,0.0013234325262398983,turnover,turnover_rebalance,exit,Out of Range for 5.4m (limit 5m),0.1056,11.383333333333333,0,20
azimuth,LUzBuwAVZJP9nvjkAJ4Qh4HWkKHJMDpYX9ave3qsqbT,FpP5SnzBnHJ5M9wS7fCuYiiSuXUPLNQKpk7qndeZxKZZ,ALL-SOL,2026-09-12T01:22:17+00:00,2026-09-12T01:38:50+00:00,0.09999999,0.09598956955376917,0.0039328650922618195,-0.00007755535396901381,-0.025720760878437332,turnover,turnover_rebalance,exit,"Fast-out dump exit, underwater (5m -17.0% <= -3.0% with PnL -1.64% <= -1.5%) — cutting before the downtrend level",0.0,16.55,1,20
azimuth,DTjjW6GYtQtjmkE7gsVxhTqJ6GvQTKkBWEPR9D7xeV7A,DchDNJc71s11WaHzJRjzW4qG6qbYC8ySzbBMcFmnAThk,BULLSHIT-SOL,2026-09-12T01:20:18+00:00,2026-09-12T02:20:44+00:00,0.099999979,0.09999615051422009,0.0000048468835879463975,0.0000010183978080280376,-0.030838326622189882,turnover,spot,exit,Low yield (Fee/TVL 24h: 1.31% < 5.0% after 60.0m),0.2781,60.43333333333333,0,44
azimuth,Cd1FMbwYHT19PGe1wUT7WjNrt2HaoNSqqwyn7EpwpQLt,DchDNJc71s11WaHzJRjzW4qG6qbYC8ySzbBMcFmnAThk,BULLSHIT-SOL,2026-09-12T01:20:24+00:00,2026-09-12T02:21:27+00:00,0.09902486380849093,0.09792383069404627,0.00013223750899068548,-0.0009687956054539731,-0.12906574023456052,turnover,balanced_tight,exit,Low yield (Fee/TVL 24h: 3.12% < 5.0% after 60.8m),0.2781,61.05,0,20
azimuth,GhexE7TcPr4a5qq1xHAvWDpX5SfEeaNLmfN34SEdhDNE,5Vo1BAJ888m3Mn5dVxLNXtCkdmxVN6RDNDocMHM75yG,FROGE-SOL,2026-09-12T03:13:43+00:00,2026-09-12T03:14:59+00:00,0.14839536899990594,0.14369984048918327,0.0007288848215430033,-0.00396664368917965,-0.4067037246320844,turnover,balanced_tight,exit,"Downtrend dump, unconfirmed (PnL -4.26% <= -2.5%, no 1h confirmation) — exit before the SL floor",1.1279,1.2666666666666666,0,20
azimuth,2mn2xmASSqzw68fzFG538ycfCMvFS1rrEUwM5n2FK5Az,9aXA6qqqXueA6Eq9WPRgas4wQgjPCEspzutbaS3UZkXT,CLANKER-SOL,2026-09-12T03:58:24+00:00,2026-09-12T04:02:49+00:00,0.09894368499994592,0.0989318550423141,0.000023206999999999993,0.000011377042368171386,0.015136953348584115,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 1.20%, Current: -0.44% <= ratchet floor 0.60%)",1.2036,4.416666666666667,0,20
azimuth,8s4DwqQLBiH9kgFzqFJZGNBSdgbj8kKqrg9ysxyAmDHH,5LjukK9FDhTo51wp2zkKdAgSk7yg4khr1v9d3HwKFsQJ,PURPS-SOL,2026-09-12T03:43:22+00:00,2026-09-12T04:13:58+00:00,0.149999978,0.149995687,0.0000037599999999999987,-0.0000005310000000258164,0.012897988954064132,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.12% < 5.0% after 30.2m),0.1409,30.6,0,44
azimuth,9fJGFuW4NnDMTox1Pq5U8ffYsLs5CZ3c1APKn8f3MchF,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-12T04:29:25+00:00,2026-09-12T04:42:41+00:00,0.14898989099995294,0.15005953411868722,0.000390902,0.00146054511873428,0.1581234484956866,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 1.23%, Current: 0.62% <= ratchet floor 0.63%)",1.2311,13.266666666666667,0,20
azimuth,9PwBzYeHuZBJMN7SbfwSTFiyV9n2xTUJh528VsNbQjUA,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-12T04:43:10+00:00,2026-09-12T04:51:12+00:00,0.149999989,0.149998287,0.000022573999999999994,0.00002087200000000511,-0.0069313648262046,turnover,turnover_rebalance,exit,Out of Range for 5.3m (limit 5m),0.003,8.033333333333333,0,20
azimuth,NQZpex3oFQV7yXgCiSfk1hsXHL1tWxp6vs26pGUPgdZ,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-12T04:51:56+00:00,2026-09-12T05:04:14+00:00,0.149999989,0.149998621,0.000007985999999999993,0.000006617999999986024,-0.009081517492342428,turnover,turnover_rebalance,exit,Out of Range for 5.0m (limit 5m),0.0023,12.3,0,20
azimuth,8hDKabrcfaStn4mQKtjS9aDkE2A8ifQeZtJK4LYRXvy,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-12T05:04:32+00:00,2026-09-12T05:19:04+00:00,0.14999998900000003,0.14999537999999998,0.000020732999999999993,0.000016123999999950733,-0.009806096487317006,turnover,turnover_rebalance,exit,Out of Range for 5.0m (limit 5m),0.0,14.533333333333333,0,20
azimuth,RVwFCiNAzTnKcpsiUM859dxDJY7HA58nf3HSC1Fpq5L,FpP5SnzBnHJ5M9wS7fCuYiiSuXUPLNQKpk7qndeZxKZZ,ALL-SOL,2026-09-12T07:27:02+00:00,2026-09-12T08:18:27+00:00,0.1474443781692921,0.12907601882884423,0.01146138286436825,-0.0069069764760796015,-0.7217301037956929,turnover,balanced_tight,exit,Out of Range for 5.4m (limit 5m),9.0636,51.416666666666664,0,20
azimuth,pX5ZxDUwhvC9zpcd3nSavBs98vKrPgaF6cNL7KtPLnz,EyQTPRzUY2VcuiVhJNc8NaYoww2uxTeT4jfb6DqxLxwA,UBI-SOL,2026-09-12T09:12:45+00:00,2026-09-12T11:08:36+00:00,0.099999979,0.09996936265658814,0.0004289192455046068,0.000398302902092737,0.052371586640667545,,,,,,115.85,,44
azimuth,By4qmsYwGycsfoxM8ZTHV1Ugcq38anTA1DjXZhANrTeZ,54sbyULrreD9HBoV5wRWedeCBEw6gQ7VkdHW18rLX78e,CTO-SOL,2026-09-12T13:02:05+00:00,2026-09-12T13:10:44+00:00,0.14017559918505848,0.13847522875351848,0.00023384919711668526,-0.0014665212344233125,-0.15058954904021604,turnover,balanced_tight,exit,"Fast-out dump exit, underwater (5m -4.0% <= -3.0% with PnL -2.18% <= -1.5%) — cutting before the downtrend level",0.7165,8.65,0,20
azimuth,HZ6HUPfbbd2kC3i2rLZUqimWnNyPS9jp9w4qXeoDbV6m,Fx4jn8KxoShhfsGJ8heuFh2JiwhWYCodaPiZTt7W4DBx,CHILLHOUSE-SOL,2026-09-12T13:45:42+00:00,2026-09-12T14:16:04+00:00,0.13999997900000002,0.13999991407979676,0.0000013434255004181563,0.0000012785052971586719,0.014536194852105666,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.05% < 5.0% after 30.0m),0.2149,30.366666666666667,0,44
azimuth,B7K2a143gPp78NCoWYZjchZfnfDWAztPdWiQo4GoA6xd,JBGqmRZB4csWcQnTMaJGsKBoo4zC1dAoMs7LYGMKqEjD,FLAME-SOL,2026-09-12T15:21:49+00:00,2026-09-12T15:25:44+00:00,0.13724091243663078,0.1366542081355853,0.00029611938274406,-0.00029058491830141753,-0.04020604493905999,turnover,balanced_tight,exit,"Fast-out dump exit, underwater (5m -6.3% <= -3.0% with PnL -2.01% <= -1.5%) — cutting before the downtrend level",0.2921,3.9166666666666665,0,20
meridian,DfjxksqhbYBMBnCVgdAqZHJGuqQzaT4F4BciqbTXeu2B,piAsMQ549AVA7bxdD3bH9ZH8ztrQJWCR6vpUARLYxJk,HeeHaw-SOL,2026-09-05T15:40:17+00:00,2026-09-05T15:59:24+00:00,0.499999976,0.49999255400000003,0.0002902856221727093,0.00028286362217277983,0.13833218973654482,,bid_ask,exit,Out of range for 5m (limit: 5m),,19.116666666666667,,46
meridian,EpCYvuZYgykjdJVgPaAciSCajriUG1SeZDAGtf8jtKRM,ESFRBnw6arbADgvjw9PpSsEFq9gS8TkM1ZXGnKo2ZVKQ,REDACTED-SOL,2026-09-05T17:10:51+00:00,2026-09-05T17:19:45+00:00,0.4999999650000001,0.499991633,0.000005532999999999999,-0.000002799000000108798,0.03562901798159146,,bid_ask,exit,Out of range for 5m (limit: 5m),,8.9,,69
meridian,FhFyRU2tCPveCiS5Tz2YhSxFQMw1XR4p1ew1CuESJtzL,Ekm4LYkihEdQgZx2UReDMJ3eCDDjExPQLG94WfWmfyWr,OTC-SOL,2026-09-05T18:17:21+00:00,2026-09-05T18:25:46+00:00,0.49999997300000004,0.49999683599999994,0.0000028054167220181716,-0.000000331583278057046,0.0573327983312808,,bid_ask,exit,Out of range for 5m (limit: 5m),,8.416666666666666,,59
meridian,88evEZaVXvmmUTHxjo9UjFTP8dZeM3i7qg2ENDGHZHj,5QpDQ6ddkv1ArytJQ991kh8doeXPrt9hHFWK2HmEToDm,FRIES-SOL,2026-09-05T17:40:11+00:00,2026-09-05T18:39:54+00:00,0.4999999659999999,0.49595671218002896,0.007976543,0.003933289180029054,0.3826780495301776,,bid_ask,exit,Trailing TP: peak 1.22% → current 0.53% (dropped 0.69% >= 0.6%),,59.71666666666667,,67
meridian,715Lf58rXtNtNHFCQD2s2yzXwgqXc9HuYSkJPAAMo2so,8e7QE8XgQ3js91srQP2SDViUPkhHdcHdMRXNztoRXq4g,Token-SOL,2026-09-05T18:40:20+00:00,2026-09-05T19:07:58+00:00,0.49999669,0.500001371,0.00022580093484657438,0.00023048193484653812,0.018179221037897264,,bid_ask,exit,Out of range for 5m (limit: 5m),,27.633333333333333,,84
meridian,H5kEDBSm9mMgSu7epg32k1jqbyLiUHUbfa4SmZh3nEab,2oRkJR9EuLQSdJDVLg353UTJcL8zbKh1sSQ1Y3bM3xLD,fone-SOL,2026-09-05T20:50:31+00:00,2026-09-05T20:56:37+00:00,0.499999986,0.49999995100000005,0,-0.00000003499999995382197,-0.02624137207835986,,bid_ask,exit,Out of range for 5m (limit: 5m),,6.1,,35
meridian,GWo6qNqzAmp6sQGQJyRofDBptiqgyE9oku9okF5e32oH,ErwEeF8y8uLR7LkJcL3xRUuN1d8SrMLZJB92Ydq8vfdw,DOGE-1-SOL,2026-09-05T21:20:14+00:00,2026-09-05T22:20:18+00:00,0.49999996999999996,0.4999848497623519,0.0002824897727172808,0.00026736953506922845,0.033559361073891125,,bid_ask,exit,Low yield: fee/TVL 1.44% < min 7% (age: 60m),,60.06666666666667,,60
meridian,5ySeBnF45W5par3pyVxXDantGLUe5TeE3QdymGXPSjYw,5pjRzUQan6bYynQERLK499fq48LiD5ryZrf9adZX1HQo,Jimothy-SOL,2026-09-05T22:19:59+00:00,2026-09-05T22:25:54+00:00,0.49999996700000005,0.499993504,0.000005599999999999994,-0.0000008630000000731108,-0.09198180464881744,,bid_ask,exit,Out of range for 5m (limit: 5m),,5.916666666666667,,64
meridian,C6CdX2etjQuTKV8Z1J637FraDSAiL98ws3V1dUpUpqh4,54sbyULrreD9HBoV5wRWedeCBEw6gQ7VkdHW18rLX78e,CTO-SOL,2026-09-06T00:15:09+00:00,2026-09-06T00:20:29+00:00,0.49999997,0.49999635899999995,0.000003214999999999992,-0.00000039600000006911884,-0.024067690692113786,,bid_ask,exit,Out of range for 5m (limit: 5m),,5.333333333333333,,60
meridian,FXNvwBv96wsoq3vSCNySadqCX8RQ638wLbW2uQ6faiCY,3T6pPCvChxMWvGavkyNSFN7UyiMeUwV3NbHHTybPogFC,BUTTHOLE-SOL,2026-09-06T00:40:42+00:00,2026-09-06T00:55:48+00:00,0.499999965,0.49999545300000003,0.0024197261539447438,0.0024152141539447447,0.22523128975668527,,bid_ask,exit,Out of range for 5m (limit: 5m),,15.1,,69
meridian,38LLojivLZpAFXgzhBt9T9cZztrsidcwJvRJYSn3UXJn,5Vo1BAJ888m3Mn5dVxLNXtCkdmxVN6RDNDocMHM75yG,FROGE-SOL,2026-09-06T00:39:17+00:00,2026-09-06T01:40:48+00:00,0.49999996500000005,0.499997066,0.007398987178394669,0.0073960881783946,1.0384396875592259,,bid_ask,exit,pumped far above range,,61.516666666666666,,69
meridian,5navf7EQDbVwfLGQTzG7HoTYybt3z4K7WunuvGtbAVjL,EZyszDEx1LZDt7TsSFV8xdPi49sDKC3mdfv2MVMEQLtU,ANTHROPIC-SOL,2026-09-06T01:35:15+00:00,2026-09-06T01:42:59+00:00,0.499999986,0.499991756,0.0000120570385962156,0.000003827038596193599,0.09284827066419155,,bid_ask,exit,Out of range for 5m (limit: 5m),,7.733333333333333,,35
meridian,Xr64xcyokyuJ3frJ5Q8TqbBJgJsFswScpoDxanJHoj5,FxPPZGPiTNYzgdMkNgAkA8QRZjNxurjBo7JgPt9z4T5X,MADE-SOL,2026-09-06T02:10:17+00:00,2026-09-06T02:17:44+00:00,0.499999986,0.499989507,0.000006815205836346338,-0.0000036637941636663562,-0.06423429909129652,,bid_ask,exit,pumped far above range,,7.45,,35
meridian,2p4NuDWkZ7i5vrGYQssibSkU9SuDFV8VJbQCi56Ge53k,5A15QUc6kMxw9dsVpVUv6ZdTTBeyWBN2scyy1MEQJFQs,GTA6-SOL,2026-09-06T03:59:52+00:00,2026-09-06T04:00:06+00:00,0.499999971,0.499999971,0,0,0.07711993239667692,,bid_ask,exit,pumped far above range,,0.23333333333333334,,54
meridian,7ZhJGot27GgobZEfXAtTUsk2TbEh7e83dGEjthHN8oNu,5A15QUc6kMxw9dsVpVUv6ZdTTBeyWBN2scyy1MEQJFQs,GTA6-SOL,2026-09-06T04:00:40+00:00,2026-09-06T04:05:58+00:00,0.4999968,0.49999678999999997,0,-0.000000010000000050247593,-0.07429426220819124,,bid_ask,exit,Out of range for 5m (limit: 5m),,5.3,,79
meridian,5NYbg4Urt8GZvurSpvb3cvhUQb5vb7y1nFCks9ic2VFZ,5A15QUc6kMxw9dsVpVUv6ZdTTBeyWBN2scyy1MEQJFQs,GTA6-SOL,2026-09-06T04:18:36+00:00,2026-09-06T04:22:53+00:00,0.499999965,0.499992665,0.000041242936679411066,0.00003394293667946524,-0.11967297512561714,,bid_ask,exit,pumped far above range,,4.283333333333333,,69
meridian,4PVQxVXKsj3eNkNoMA7wKWYghZBi4af15M31Vc99uzHp,5A15QUc6kMxw9dsVpVUv6ZdTTBeyWBN2scyy1MEQJFQs,GTA6-SOL,2026-09-06T04:32:17+00:00,2026-09-06T04:36:46+00:00,0.499999982,0.499997027,0.0000030989286587337347,0.00000014392865871348803,0.13311908071253242,,bid_ask,exit,pumped far above range,,4.483333333333333,,35
meridian,ALsePvkkxj5sUYdMEw5GNoe6bomZqKbPYjQ5rdMx74RC,68C62WPYiiNZxprbuaMj2ULXpiTDKcs5xsX7kBGnyajR,MANLET-SOL,2026-09-06T04:45:17+00:00,2026-09-06T05:05:31+00:00,0.49999998100000004,0.47354619588387514,0.017935273950429684,-0.008518511165695186,-1.0388249126155316,,bid_ask,exit,Trailing TP: peak 1.21% → current -3.01% (dropped 4.22% >= 0.6%),,20.233333333333334,,36
meridian,5SM5orddQReKptww3o4DdREN8D2uz31Sob6HQaQi4tdx,5A15QUc6kMxw9dsVpVUv6ZdTTBeyWBN2scyy1MEQJFQs,GTA6-SOL,2026-09-06T04:51:01+00:00,2026-09-06T05:46:53+00:00,0.499999965,0.499996134,0.0006814808034512655,0.0006776498034513079,0.2689499398148598,,bid_ask,exit,Out of range for 5m (limit: 5m),,55.86666666666667,,69
meridian,J9tJcZQQN8XWdtUQwJW3SJn3usx4qXp3E4oCHNTw3zyQ,5Hm18bAMV77YtjA1T1hc31Mpk2BcXay9YtkR5kkZW8AT,TAO-SOL,2026-09-06T05:51:50+00:00,2026-09-06T06:48:13+00:00,0.49999996500000005,0.49999972240576646,0.00013127374654341102,0.00013103115230977957,-0.5525829714010726,,bid_ask,exit,Trailing TP: peak 1.45% → current -1.06% (dropped 2.51% >= 0.6%),,56.38333333333333,,69
meridian,GEazvSFz8DQuLVYAToTCG813NxoG8CifjrJwBNze1RaF,5QpDQ6ddkv1ArytJQ991kh8doeXPrt9hHFWK2HmEToDm,FRIES-SOL,2026-09-06T06:49:48+00:00,2026-09-06T07:08:37+00:00,0.49999997600000007,0.499979582,0.0007422809999999998,0.0007218869999999211,-0.010821638042173731,,bid_ask,exit,Out of range for 5m (limit: 5m),,18.816666666666666,,46
meridian,8jQhVU6QgoAN4PQV5rjKqsKGTtqqkftSN4aMai5ygAFs,piAsMQ549AVA7bxdD3bH9ZH8ztrQJWCR6vpUARLYxJk,HeeHaw-SOL,2026-09-06T07:11:56+00:00,2026-09-06T07:18:18+00:00,0.499999976,0.49999729800000003,0.000002394,-0.00000028399999996153724,-0.009602486931271415,,bid_ask,exit,Out of range for 5m (limit: 5m),,6.366666666666666,,46
meridian,F2MbNCJ2bkafohBRzG1aw1JGLNJjXDfXMS2yUHCS4fd1,6xBKq4zHKwe4u19CZfm6cyqBoFojsc1yUNB8dZMHbqb,SOLCAT-SOL,2026-09-06T09:36:01+00:00,2026-09-06T09:36:27+00:00,0.49999996500000005,0.499999965,0,-0.00000000000000005551115123125783,-0.07635544167505515,,bid_ask,exit,pumped far above range,,0.43333333333333335,,69
meridian,BvuSgwXWA1WTUSMMS5hAywDSGrJkumPgqCfSFjYxbqXt,R88hawBDy3CTiX7F7woKgMJAXbed7f5H38qR4FB2eav,world-SOL,2026-09-06T11:53:00+00:00,2026-09-06T11:58:31+00:00,0.499999971,0.499991362,0.00016316760329794665,0.00015455860329799398,-0.04646600212093688,,bid_ask,exit,Out of range for 5m (limit: 5m),,5.516666666666667,,57
meridian,EAzXK6uzNw9erfa9cbTVmk6ArWCz8WBwS7jfPy4Y2S5F,6xBKq4zHKwe4u19CZfm6cyqBoFojsc1yUNB8dZMHbqb,SOLCAT-SOL,2026-09-06T11:59:21+00:00,2026-09-06T12:04:54+00:00,0.499999965,0.499997886,0.0000018539999999999932,-0.00000022499999996483666,0.0019426307842209667,,bid_ask,exit,Out of range for 5m (limit: 5m),,5.55,,69
meridian,2JKJWJB1r9DjDRX48bu5jW2fBeYqdaamorKt5QGBHYV8,ARqHS4dXM989rYBjDKzx249yqBXQtdrUioemyoGEnAnk,biketyson-SOL,2026-09-06T11:30:08+00:00,2026-09-06T12:06:00+00:00,0.499999971,0.49999840199999995,0.001156529,0.0011549599999999827,0.050876556497705394,,bid_ask,exit,Out of range for 5m (limit: 5m),,35.86666666666667,,54
meridian,5oJyEAoA6gkzfp2vrZQGVBWsT3RxFUFoXyerv6BHqAY7,6xBKq4zHKwe4u19CZfm6cyqBoFojsc1yUNB8dZMHbqb,SOLCAT-SOL,2026-09-06T12:25:15+00:00,2026-09-06T12:30:47+00:00,0.49999997099999993,0.49999997100000004,0,0.00000000000000011102230246251565,0.06852541885301378,,bid_ask,exit,Out of range for 5m (limit: 5m),,5.533333333333333,,57
meridian,9Ti73573NEF7HgQRq5wnhrDQg3KV24Ce9PYHjzMuZs9d,FsLzsfzv1dCYQcvfACwpEobP8mdEyYAGphuNuVuEed3Z,BILL-SOL,2026-09-06T12:50:28+00:00,2026-09-06T12:57:31+00:00,0.499999965,0.49999972200000004,0.004329639000000001,0.004329396000000041,0.49890573026356577,,bid_ask,exit,pumped far above range,,7.05,,69
meridian,FEPo5bcYhhduXFntWhVWiw2DTPAVCKuP5nStXudWRFUa,6xBKq4zHKwe4u19CZfm6cyqBoFojsc1yUNB8dZMHbqb,SOLCAT-SOL,2026-09-06T12:58:59+00:00,2026-09-06T13:21:31+00:00,0.499999971,0.4999834630620773,0.010554353999999998,0.01053784606207736,0.8472184596626278,,bid_ask,exit,take profit,,22.533333333333335,,54
meridian,4NbG7VeBtFvWD7fojjvC5vvZoefiNPfzsdngDFnK3pjQ,5Hm18bAMV77YtjA1T1hc31Mpk2BcXay9YtkR5kkZW8AT,TAO-SOL,2026-09-06T12:30:26+00:00,2026-09-06T13:22:14+00:00,0.499999986,0.4998673002525215,0.0014051520047680469,0.0012724662572895507,-0.09152971171872792,,bid_ask,exit,Trailing TP: peak 4.84% → current -0.09% (dropped 4.93% >= 0.6%),,51.8,,35
meridian,2Egrx1hi3h4vsUAVzaYU9inMscggfA6Ph4Ay83xESXrN,FkyP1qNhRes63wfGtzGue4G32p36nwVSHzKwW4bJY9br,BILL-SOL,2026-09-06T13:24:10+00:00,2026-09-06T13:39:28+00:00,0.49999996700000005,0.49367482077395586,0.008857419,0.002532272773955846,0.32377850142381703,,bid_ask,exit,Trailing TP: peak 1.46% → current 0.80% (dropped 0.66% >= 0.6%),,15.3,,69
meridian,Fe2pzMoCpjKAkrN8anN588BxkVVtThBwK3TqmCXzEB1W,FkyP1qNhRes63wfGtzGue4G32p36nwVSHzKwW4bJY9br,BILL-SOL,2026-09-06T13:41:08+00:00,2026-09-06T14:09:11+00:00,0.49999996500000005,0.49999812499999996,0.0023613979999999994,0.0023595579999999283,0.5092903522421892,,bid_ask,exit,pumped far above range,,28.05,,69
meridian,5PNDHCFmyqbY1ZmnvD1uvMSMuwXhARYJvfuXFuprPKco,FkyP1qNhRes63wfGtzGue4G32p36nwVSHzKwW4bJY9br,BILL-SOL,2026-09-06T14:19:22+00:00,2026-09-06T14:23:29+00:00,0.49999997000000007,0.4867159120558886,0.007787004,-0.005497053944111485,-0.8772269118380436,,bid_ask,exit,Trailing TP: peak 4.25% → current -0.04% (dropped 4.29% >= 0.6%),,4.116666666666666,,60
meridian,AMKmqyoRh8yH2yxt8XSDunQnixFApTKqR6yWzieUh61x,HqXpWfZdsJCMiwgR8FcmcEN3L7HUZsaifMunaa7ydxTz,CASHCAT-SOL,2026-09-06T14:36:16+00:00,2026-09-06T14:43:08+00:00,0.499999981,0.499998311,0.0000015009999999999908,-0.0000001689999999943126,0.17022961823226268,,bid_ask,exit,Out of range for 5m (limit: 5m),,6.866666666666666,,36
meridian,C3T3UtzdHZt3k2AoRGW2fhi1FugUXP2gnYLKMM5LjDwc,5Vo1BAJ888m3Mn5dVxLNXtCkdmxVN6RDNDocMHM75yG,FROGE-SOL,2026-09-06T13:56:01+00:00,2026-09-06T14:47:15+00:00,0.49999996599999996,0.49594733592757534,0.014012681885650495,0.0099600518132259,0.6269595521181799,,bid_ask,exit,Trailing TP: peak 1.46% → current 0.84% (dropped 0.62% >= 0.6%),,51.233333333333334,,69
meridian,9QoeFiPJr219dM869hVZ3xMqEtMrkXcE6qKH6BxTt4UJ,9aXA6qqqXueA6Eq9WPRgas4wQgjPCEspzutbaS3UZkXT,CLANKER-SOL,2026-09-06T14:46:52+00:00,2026-09-06T14:48:45+00:00,0.49999998599999995,0.500016735,0.0015909140000000001,0.001607663000000037,0.17309024905201653,,bid_ask,exit,pumped far above range,,1.8833333333333333,,35
meridian,5PX5scApC6mq2MaDia43b7ZCSpTxnPMf3KT8Bs99TPHW,9aXA6qqqXueA6Eq9WPRgas4wQgjPCEspzutbaS3UZkXT,CLANKER-SOL,2026-09-06T14:56:53+00:00,2026-09-06T15:01:58+00:00,0.49999996699999993,0.49999350900000006,0.0012011549999999998,0.0011946970000000778,-0.265271763954118,,bid_ask,exit,pumped far above range,,5.083333333333333,,69
meridian,4YptT2ruu7j2Qu7NCTCNmqBWh7gt6SEqVxka6JX35a3C,E1sbBLMh7JA8fufAAorNTbe5aME9Y866gUBfD9bKgdKy,CLANKER-SOL,2026-09-06T15:41:07+00:00,2026-09-06T15:43:03+00:00,0.49999996500000005,0.49999866099999996,0.0000011659999999999985,-0.00000013800000009389635,-0.010379226427765786,,bid_ask,exit,pumped far above range,,1.9333333333333333,,69
meridian,7rdZ44hQq4CT4j5kXpdHspqpViw74yYPcn25CQ9mYjjW,6xBKq4zHKwe4u19CZfm6cyqBoFojsc1yUNB8dZMHbqb,SOLCAT-SOL,2026-09-06T16:00:15+00:00,2026-09-06T16:16:48+00:00,0.499999981,0.4922893537808652,0.008522207,0.0008115797808652125,0.13303160592768393,,bid_ask,exit,Trailing TP: peak 1.33% → current 0.53% (dropped 0.80% >= 0.6%),,16.55,,36
meridian,7DG4Gp9ZSTPdfNcuqfvbMXWvtpw4o2V2WGK9Yt8zX3RX,6fTztHYyqE7HYLrdrJtGd7N44FAS6yLv7jMcuWyB8uen,BOT-SOL,2026-09-06T15:45:10+00:00,2026-09-06T16:36:27+00:00,0.499999981,0.499994155762433,0.00027972121696661197,0.00027389597939964094,0.15306755464007438,,bid_ask,exit,Trailing TP: peak 2.92% → current 0.27% (dropped 2.65% >= 0.6%),,51.28333333333333,,36
meridian,GjW91keWhGFR8P5tPtgTa8uPCYUjsdHVzzEnJxGzhqWo,9aXA6qqqXueA6Eq9WPRgas4wQgjPCEspzutbaS3UZkXT,CLANKER-SOL,2026-09-06T16:32:18+00:00,2026-09-06T16:36:53+00:00,0.49999996999999996,0.49999768200000005,0.0000020619999999999965,-0.00000022599999988104358,0.042578545506565035,,bid_ask,exit,Trailing TP: peak 2.71% → current 0.10% (dropped 2.61% >= 0.6%),,4.583333333333333,,65
meridian,EC5JNxEMdKZdLY3oDXSBzbWWiEF53329gJp88Q669T2o,6fTztHYyqE7HYLrdrJtGd7N44FAS6yLv7jMcuWyB8uen,BOT-SOL,2026-09-06T16:51:49+00:00,2026-09-06T17:00:07+00:00,0.49999998100000004,0.49999998100000004,0.000008390898437477544,0.000008390898437460326,-0.01680492117149157,,bid_ask,exit,Out of range for 5m (limit: 5m),,8.3,,36
